codigo,codigo_padre,descripcion,fecha_desde,impuestos_cliente,impuestos_proveedor
01530.01.1,1530.01,SEMILLAS DE ARBOLES FRUTALES Y FORESTALES VARIEDAD HIBRIDO(A),,,
01530.01.2,1530.01,SEMILLAS DE ARBOLES FRUTALES Y FORESTALES VARIEDAD PURA,,,
154,15,SEMILLAS DE VEGETALES EXCEPTO LAS SEMILLAS DE REMOLACHA,2008-01-25,,
1540,154,SEMILLAS DE VEGETALES EXCEPTO LAS SEMILLAS DE REMOLACHA,2008-01-25,,
1540,1540,"OTRAS SEMILLAS, FRUTOS Y ESPORAS, UTILIZADAS PARA SIEMBRA",2008-01-25,,
01540.00.1,1540,SEMILLAS DE PASTO VARIEDAD HIBRIDO(A),,,
01540.00.2,1540,SEMILLAS DE PASTO VARIEDAD PURA,,,
1540.01,1540,"SEMILLAS DE HORTALIZAS: SEMILLAS DE CEBOLLAS, PUERROS, AJOS, DE COLES, COLIFLORES, BROCOLI, NABOS, ZANAHORIA, LECHUGA, TOMATES, ETC.",2008-01-25,,
01540.01.1,1540.01,SEMILLAS DE HORTALIZAS VARIEDAD HIBRIDO(A),,,
01540.01.2,1540.01,SEMILLAS DE HORTALIZAS VARIEDAD PURA,,,
01540.01.3,1540.01,SEMILLAS DE PLANTAS MEDICINALES Y AROMATICAS,,,
1540.02,1540,"OTRAS SEMILLAS DE HORTALIZAS: SEMILLAS DE CEBOLLAS, PUERROS, AJOS, DE COLES, COLIFLORES, BROCOLI, NABOS, ZANAHORIA, LECHUGA, TOMATES, ETC.",2008-01-25,,
16,1,CULTIVOS DE PLANTAS BEBESTIBLES Y ESPECIAS,2008-01-23,,
161,16,CULTIVOS DE PLANTAS BEBESTIBLES,2008-01-25,,
1611,161,"CAFE SIN TOSTAR, NO DESCAFEINADO",2008-01-25,,
1611,1611,"CAFE SIN TOSTAR, NO DESCAFEINADO CON O SIN CASCARA",2008-01-25,,
01611.00.1,1611,"CAFE SIN TOSTAR, NO DESCAFEINADO CON O SIN CASCARA",,,
1611.01,1611,"CAFE SIN TOSTAR, DESCAFEINADO CON O SIN CASCARA",2008-01-25,,
01611.01.1,1611.01,"CAFE SIN TOSTAR, DESCAFEINADO CON O SIN CASCARA",,,
1612,161,"TE VERDE (SIN FERMENTAR), TE NEGRO (FERMENTADO) Y TE PARCIALMENTE FERMENTADO, EN ENVOLTORIOS INMEDIATOS DE UN CONTENIDO NO SUPERIOR A 3 KG.",2008-01-25,,
1612,1612,OTROS TIPOS DE TE VERDE (SIN FERMENTAR),2008-01-25,,
1612.01,1612,OTROS TIPOS DE TE NEGRO (FERMENTADO) Y OTRAS FORMAS DE TE PARCIALMENTE FERMENTADO,2008-01-25,,
1612.02,1612,"TE VERDE, TE NEGRO Y OTRAS FORMAS DE TE",,,
01612.02.1,1612.02,TE EN VARIAS FORMAS,,,
1613,161,MATE,2008-01-25,,
1613,1613,MATE,2008-01-25,,
1614,161,"CACAO EN GRANO, CRUDO O TOSTADO",2008-01-25,,
1614,1614,"CACAO EN GRANO, ENTERO O PARTIDO, CRUDO ",2008-01-25,,
01614.00.1,1614,CACAO EN GRANO CRUDO,,,
1614.01,1614,"CACAO EN GRANO, ENTERO O PARTIDO, TOSTADO",2008-01-25,,
01614.01.1,1614.01,CACAO EN GRANO TOSTADO,,,
162,16,ESPECIAS  ELABORADAS O SIN ELABORAR,2008-01-25,,
1620,162,"ESPECIAS, ELABORADAS O SIN ELABORAR",2008-01-25,,
1620,1620,PIMIENTA SIN TRITURAR NI MOLER,2008-01-25,,
01620.00.1,1620,PIMIENTA SIN MOLER,,,
1620.01,1620,PIMIENTA TRITURADA O MOLIDA,2008-01-25,,
01620.01.1,1620,PIMIENTA MOLIDA,,,
1620.02,1620,ESPECIAS PURAS EMPACADAS,,,
01620.02.1,1620.02,ESPECIAS PURAS ,,,
1620.09,1620,"FRUTOS DEL GENERO CAPSICUM O DEL GENERO PIMIENTA N.C.P., SECOS TRITURADOS O MOLIDOS",2008-01-25,,
01620.09.1,1620.09,PIMIENTA MOLIDA,,,
1620.1,1620,VAINILLA,2008-01-25,,
01620.10.1,1620.1,VAINILLA,,,
1620.11,1620,CANELA Y FLORES DEL CANELO SIN TRITURAR NI MOLER,2008-01-25,,
01620.11.1,1620.11,CANELA SIN MOLER,,,
1620.12,1620,CANELA Y FLORES DEL CANELO TRITURADOS O MOLIDOS,2008-01-25,,
01620.12.1,1620.12,CANELA MOLIDA,,,
1620.13,1620,"CLAVO DE OLOR (FRUTO ENTERO, CLAVOS Y PEDUNCULOS)",2008-01-25,,
01620.13.1,1620.13,CLAVO DE OLOR,,,
1620.14,1620,"NUEZ MOSCADA, MACIS, AMOMOS Y CARDAMOMOS",2008-01-25,,
01620.14.1,1620.14,NUEZ MOSCADA,,,
1620.15,1620,SEMILLAS DE ANIS O DE BADIANA,2008-01-25,,
01620.15.1,1620.15,SEMILLAS DE ANIS ,,,
1620.16,1620,"SEMILLAS DE CILANTRO, COMINO, ALCARAVEA, HINOJO; BAYAS DE ENEBRO",2008-01-25,,
01620.16.1,1620.16,SEMILLAS DE ESPECIAS,,,
1620.17,1620,SEMILLAS DE  HINOJO; BAYAS DE ENEBRO,2008-01-25,,
1620.18,1620,JENGIBRE (EXCEPTO EL JENGIBRE CONSERVADO EN AZUCAR O EN JARABE),2008-01-25,,
01620.18.1,1620.18,JENGIBRE,,,
1620.2,1620,"TOMILLO, AZAFRAN Y HOJAS DE LAUREL",2008-01-25,,
01620.20.1,1620.2,TOMILLO Y HOJAS DE LAUREL,,,
1620.21,1620,CURCUMA,2008-01-25,,
01620.21.1.1,1620.21,CURCUMA,,,
1620.22,1620,"CURRY""""",2008-01-25,,
01620.22.1,1620.22,CURRY,,,
1620.23,1620,OTRAS ESPECIAS Y MEZCLAS DE ESPECIAS SIN TRITURAR NI MOLER.,2008-01-25,,
17,1,TABACO SIN ELABORAR,2008-01-23,,
171,17,HOJAS DE TABACO CURADAS DESVENADAS/ DESPALILLADAS,2008-01-25,,
1710,171,HOJAS DE TABACO CURADAS DESVENADAS/ DESPALILLADAS,2008-01-25,,
1710,1710,TABACO TOTAL O PARCIALMENTE DESPALILLADO O DESHERBADO,2008-01-25,,
01710.00.1,1710,TABACO TOTAL O PARCIALMENTE DESPALILLADO O DESHERBADO,,,
179,17,OTRO TABACO SIN ELABORAR,2008-01-25,,
1790,179,OTRO TABACO SIN ELABORAR,2008-01-25,,
1790,1790,"OTRO TABACO SIN VENAS, CURADO: AL SOL, AL FUEGO Y AL AIRE",2008-01-25,,
1790.1,1790,OTRO TABACO SIN VENAS SIN CURAR,2008-01-25,,
18,1,PLANTAS UTILIZADAS EN LA FABRICACION DE AZUCAR,2008-01-23,,
181,18,REMOLACHA AZUCARERA,2008-01-25,,
1810,181,REMOLACHA AZUCARERA,2008-01-25,,
1810,1810,"REMOLACHA AZUCARERA FRESCA O SECA, MOLIDA O  NO",2008-01-25,,
01810.00.1,1810,"REMOLACHA AZUCARERA FRESCA O SECA, MOLIDA O  NO",,,
182,18,CANA DE AZUCAR,2008-01-25,,
1820,182,CANA DE AZUCAR,2008-01-25,,
1820,1820,"CANA DE AZUCAR FRESCA O SECA, MOLIDA O NO",2008-01-25,,
01820.00.1,1820,"CANA DE AZUCAR FRESCA O SECA, MOLIDA O NO",,,
19,1,MATERIAS VEGETALES EN BRUTO N.C.P.,2008-01-23,,
191,19,PAJA Y CASCABILLO DE CEREALES  SIN PREPARAR  ESTEN O NO PICADOS  MOLIDOS  PRENSADOS O EN FORMA GRANULAR; NABOS  REMOLACHAS  RAICES FORRAJERAS  HENO  ALFALFA  TREBOL  ESPARCETA  COL FORRAJERA  ALTRAMUCES  VEZAS Y PRODUCTOS FORRAJEROS SIMILARES  GRANULADOS ,2008-01-25,,
1910,191,"PAJA Y CASCABILLO DE CEREALES, SIN PREPARAR, ESTEN O NO PICADOS, MOLIDOS, PRENSADOS O EN FORMA GRANULAR; NABOS, REMOLACHAS, RAICES FORRAJERAS, HENO, ALFALFA, TREBOL, ESPARCETA, COL FORRAJERA, ALTRAMUCES, VEZAS Y PRODUCTOS FORRAJEROS SIMILARES, GRANULADOS ",2008-01-25,,
1910,1910,"PAJA Y CASCABILLO DE CEREALES, SIN PREPARAR, ESTEN O NO PICADOS, MOLIDOS, PRENSADOS O EN FORMA GRANULAR",2008-01-25,,
01910.00.1,1910,"PAJA Y CASCABILLO DE CEREALES, SIN PREPARAR, ESTEN O NO PICADOS, MOLIDOS, PRENSADOS O EN FORMA GRANULAR",,,
1910.01,1910,HARINAS Y GRANULOS DE ALFALFA,2008-01-25,,
01910.01.1,1910.01,HARINAS Y GRANULOS DE ALFALFA,,,
1910.09,1910,"OTROS FORRAJES: NABOS FORRAJEROS, REMOLACHAS FORRAJERAS, TREBOL, RAICES FORRAJERAS, HENO, ESPARCETA, COL FORRAJERA, ALTRAMUCES, VEZAS Y PRODUCTOS FORRAJEROS SIMILARES, GRANULADO O NO",2008-01-25,,
192,19,MATERIAS VEGETALES SIN ELABORAR UTILIZADAS EN LA FASBRICACION DE TEXTILES,2008-01-25,,
1921,192,"ALGODON, DESMOTADO O SIN DESMOTAR",2008-01-25,,
1921,1921,ALGODON  DESMOTADO SIN CARDAR NI PEINAR,2008-01-25,,
01921.00.1,1921,ALGODON  DESMOTADO SIN CARDAR NI PEINAR,,,
1922,192,"YUTE Y OTRAS FIBRAS TEXTILES DEL LIBER EN RAMA O ENRIADOS, EXCEPTO LINO, CANAMO Y RAMIO.",2008-01-25,,
1922,1922,"YUTE Y OTRAS FIBRAS TEXTILES DEL LIBER EN RAMA O ENRIADAS, EXCEPTO LINO, CANAMO Y RAMIO",2008-01-25,,
01922.00.1,1922,"YUTE Y OTRAS FIBRAS TEXTILES DEL LIBER EN RAMA O ENRIADAS, EXCEPTO LINO, CANAMO Y RAMIO",,,
1923,192,"LINO Y CANAMO, EN RAMA O ENRIADOS; SISAL Y OTRAS FIBRAS TEXTILES DEL GENERO AGAVE EN RAMA; FIBRAS DE COCO, ABACA Y RAMIO Y OTRAS FIBRAS TEXTILES VEGETALES, EN RAMA",2008-01-25,,
1923,1923,LINO EN RAMA O ENRIADO,2008-01-25,,
01923.00.1,1923,LINO EN RAMA O ENRIADO,,,
1923.1,1923,"CANAMO AUTENTICO, EN RAMA O ENRIADO",2008-01-25,,
01923.10.1,1923.1,"CANAMO AUTENTICO, EN RAMA O ENRIADO",,,
1923.2,1923,"SISAL Y OTRAS FIBRAS TEXTILES DEL GENERO AGAVE EN RAMA (CABUYA, PITA, ETC.)",2008-01-25,,
01923.20.1,1923.2,"SISAL Y OTRAS FIBRAS TEXTILES DEL GENERO AGAVE EN RAMA (CABUYA, PITA, ETC.)",,,
1923.3,1923,"ABACA (CANAMO DE MANILA), EN RAMA",2008-01-25,,
01923.30.1,1923.3,"ABACA (CANAMO DE MANILA), EN RAMA",,,
1923.4,1923,"FIBRAS DE COCO (BONOTE), EN RAMA",2008-01-25,,
01923.40.1,1923.4,"FIBRAS DE COCO (BONOTE), EN RAMA",,,
1923.5,1923,PAJA TOQUILLA,2008-01-25,,
01923.50.1,1923.5,PAJA TOQUILLA,,,
1923.59,1923,"OTRAS FIBRAS TEXTILES VEGETALES, EN RAMA ",2008-01-25,,
193,19,PLANTAS Y PARTES DE PLANTAS DEL TIPO UTILIZADO PRINCIPALMENTE EN PERFUMERIA  EN FARMACIA O COMO INSECTICIDAS O FUNGICIDAS O PARA FINES ANALOGOS,2008-01-25,,
1930,193,"PLANTAS Y PARTES DE PLANTAS DEL TIPO UTILIZADO PRINCIPALMENTE EN PERFUMERIA, EN FARMACIA O COMO INSECTICIDAS O FUNGICIDAS O PARA FINES ANALOGOS",2008-01-25,,
1930,1930,RAICES DE REGALIZ,2008-01-25,,
01930.00.1,1930,RAICES DE REGALIZ,,,
1930.01,1930,RAICES DE GINSENG,2008-01-25,,
01930.01.1,1930.01,RAICES DE GINSENG,,,
1930.09,1930,"OTRAS PLANTAS Y PARTES DE PLANTAS UTILIZADAS EN PERFUMERIA, FARMACIA, O COMO INSECTICIDAS, FUNGICIDAS O PARA FINES ANALOGOS: PIRETRO, GUANTO, MARIGOLD, OREGANO, HOJA DE COCA, BELLADONA, ARNICA",2008-01-25,,
194,19,SEMILLAS DE REMOLACHA AZUCARERA Y DE PLANTAS FORRAJERAS,2008-01-25,,
1940,194,SEMILLAS DE REMOLACHA AZUCARERA Y DE PLANTAS FORRAJERAS,2008-01-25,,
1940,1940,SEMILLA DE REMOLACHA AZUCARERA,2008-01-25,,
01940.00.1,1940,SEMILLA DE REMOLACHA VARIEDAD HIBRIDO(A),,,
01940.00.2,1940,SEMILLA DE REMOLACHA VARIEDAD PURA,,,
1940.01,1940,"SEMILLAS DE PLANTAS FORRAJERAS: TREBOL, ALFALFA, ALTRAMUZ, ETC. (EXCEPTO SEMILLAS DE REMOLACHA)",2008-01-25,,
01940.01.1,1940.01,SEMILLAS DE PLANTAS FORRAJERAS VARIEDAD HIBRIDO(A),,,
01940.01.2,1940.01,SEMILLAS DE PLANTAS FORRAJERAS VARIEDAD PURA,,,
199,19,OTRAS MATERIAS VEGETALES SIN ELABORAR,2008-01-25,,
1990,199,OTRAS MATERIAS VEGETALES SIN ELABORAR,2008-01-25,,
1990,1990,"CONOS  DE  LUPULO  Y  LUPULINO,  INCLUSO  TRITURADOS,  MOLIDOS  O GRANULADOS",2008-01-25,,
01990.00.1,1990,"CONOS  DE  LUPULO  Y  LUPULINO,  INCLUSO  TRITURADOS,  MOLIDOS  O GRANULADOS",,,
1990.09,1990,OTRAS MATERIAS VEGETALES SIN ELABORAR UTILIZADAS PRINCIPALMENTE PARA LA ALIMENTACION HUMANA N.C.P.: ALGARROBA Y SUS SEMILLAS,2008-01-25,,
2,0,ANIMALES VIVOS Y PRODUCTOS ANIMALES,2008-01-23,,
21,2,ANIMALES VIVOS,2008-01-23,,
211,21,GANADO BOVINO   OVINO Y CAPRINO  CABALLOS  ASNOS  MULAS Y BURDEGANOS  VIVOS,2008-01-25,,
2111,211,"GANADO BOVINO, VIVO",2008-01-25,,
2111,2111,"GANADO BOVINO VIVO, DE RAZA PARA REPRODUCCION",2008-01-25,,
02111.00.1,2111,GANADO BOVINO RAZAS DE LECHE,,,
02111.00.2,2111,GANADO BOVINO RAZAS DE CARNE,,,
2111.01,2111,"GANADO BOVINO VIVO, EXCEPTO DE RAZA PARA REPRODUCCION",2008-01-25,,
02111.01.1,2111.01,ANIMALES BOVINOS VIVOS EN PIE,,,
2112,211,"GANADO OVINO Y CAPRINO, VIVO",2008-01-25,,
2112,2112,GANADO OVINO VIVO,2008-01-25,,
02112.00.1,2112,ANIMALES OVINOS EN PIE,,,
2112.01,2112,GANADO CAPRINO VIVO,2008-01-25,,
02112.01.1,2112.01,ANIMALES CAPRINOS EN PIE,,,
2113,211,"CABALLOS, ASNOS, MULAS Y BURDEGANOS, VIVOS",2008-01-25,,
2113,2113,CABALLOS VIVOS,2008-01-25,,
02113.00.1,2113,CABALLOS VIVOS EN PIE,,,
2113.01,2113,"ASNOS, MULAS Y BURDEGANOS VIVOS",2008-01-25,,
212,21,"GANADO PORCINO, AVES DE CORRAL Y OTROS ANIMALES VIVOS",2008-01-25,,
2121,212,GANADO PORCINO VIVO,2008-01-20,,
2121,2121,"GANADO PORCINO VIVO , DE RAZA PARA REPRODUCCION",2008-01-20,,
02121.00.1,2121,"GANADO PORCINO VIVO , DE RAZA PARA REPRODUCCION",,,
2121.01,2121,"GANADO PORCINO VIVO, EXCEPTO PARA REPRODUCCION",2008-01-20,,
02121.01.1,2121.01,ANIMALES PORCINOS EN PIE,,,
2122,212,"AVES DE CORRAL, VIVAS",2008-01-25,,
2122,2122,"POLLITOS VIVOS, DE NO MAS DE 185 GR. DE PESO",2008-01-25,,
02122.00.1,2122,POLLITOS VIVOS,,,
2122.01,2122,"PAVITOS VIVOS, DE NO MAS DE 185 GR. DE PESO",2008-01-25,,
02122.01.1,2122.01,PAVITOS VIVOS,,,
2122.02,2122,"LAS DEMAS AVES DOMESTICAS VIVAS, DE NO MAS DE 185 GR. DE PESO: PATOS, GANSOS, PALOMAS, CODORNICES, FAISANES, ETC.",2008-01-25,,
02122.02.1,2122.02,"LAS DEMAS AVES DOMESTICAS VIVAS, DE NO MAS DE 185 GR. DE PESO: PATOS, GANSOS, PALOMAS, CODORNICES, FAISANES, ETC.",,,
2122.03,2122,"GALLOS Y GALLINAS VIVOS, DE MAS DE 185 GR. DE PESO",2008-01-25,,
02122.03.1,2122.03,"GALLOS Y GALLINAS VIVOS, DE MAS DE 185 GR. DE PESO",,,
2122.04,2122,"PAVOS Y OTRAS AVES DOMESTICAS VIVAS, DE MAS DE 185 GR. DE PESO: PATOS, GANSOS, PALOMAS, CODORNICES, FAISANES, ETC.",2008-01-25,,
02122.04.1,2122.04,"PAVOS Y OTRAS AVES DOMESTICAS VIVAS, DE MAS DE 185 GR. DE PESO: PATOS, GANSOS, PALOMAS, CODORNICES, FAISANES, ETC.",,,
2129,212,"OTROS ANIMALES, VIVOS",2008-01-25,,
2129,2129,ABEJAS Y DEMAS INSECTOS VIVOS,2008-01-25,,
02129.00.1,2129,ABEJAS Y DEMAS INSECTOS VIVOS,,,
2129.01,2129,CONEJOS O LIEBRES VIVOS,2008-01-25,,
02129.01.1,2129.01,CONEJOS O LIEBRES VIVOS,,,
2129.02,2129,CUYES O COBAYOS VIVOS,2008-01-25,,
02129.02.1,2129.02,CUYES O COBAYOS VIVOS,,,
2129.03,2129,"PERROS, GATOS Y OTROS ANIMALES DE COMPANIA VIVOS",2008-01-25,,
02129.03.1,2129.03,"PERROS, GATOS Y OTROS ANIMALES DE COMPANIA VIVOS",,,
2129.04,2129,RANAS VIVAS,2008-01-25,,
02129.04.1,2129.04,RANAS VIVAS,,,
2129.05,2129,AVES DE RAPINA,2008-01-25,,
02129.05.1,2129.05,AVES DE RAPINA,,,
2129.06,2129,"LOROS. GUACAMAYOS, CACATUAS Y DEMAS PAPAGAYOS",2008-01-25,,
02129.06.1,2129.06,"LOROS. GUACAMAYOS, CACATUAS Y DEMAS PAPAGAYOS",,,
2129.07,2129,MONOS,2008-01-25,,
02129.07.1,2129.07,MONOS,,,
2129.08,2129,"BALLENAS, ETC.",2008-01-25,,
02129.08.1,2129.08,"BALLENAS, ETC.",,,
2129.09,2129,"OTROS ANIMALES VIVOS, N.C.P.: LOMBRICES, ANIMALES DE PELETERIA, ETC.",2008-01-25,,
29,2,OTROS PRODUCTOS ANIMALES,2008-01-23,,
291,29,LECHE CRUDA,2008-01-25,,
2910,291,LECHE CRUDA,2008-01-25,,
2910,2910,LECHE DE GANADO BOVINO SIN ELABORAR,2008-01-25,,
02910.00.1,2910,LECHE DE GANADO BOVINO SIN ELABORAR,,,
2910.01,2910,LECHE DE GANADO OVINO Y CAPRINO SIN ELABORAR,2008-01-25,,
02910.01.1,2910.01,LECHE DE GANADO OVINO Y CAPRINO SIN ELABORAR,,,
292,29,HUEVOS CON CASCARA  FRESCOS  CONSERVADOS O COCIDOS,2008-01-25,,
2920,292,"HUEVOS CON CASCARA, FRESCOS, CONSERVADOS O COCIDOS",2008-01-25,,
2920,2920,"HUEVOS DE AVE CON CASCARA, FRESCOS, CONSERVADOS O COCIDOS",2008-01-25,,
02920.00.1,2920,"HUEVOS DE AVE CON CASCARA, FRESCOS, CONSERVADOS O COCIDOS",,,
293,29,MIEL NATURAL,2008-01-25,,
2930,293,MIEL NATURAL,2008-01-25,,
2930,2930,MIEL NATURAL,2008-01-25,,
02930.00.1,2930,MIEL,,,
294,29,CARACOLES   VIVOS  FRESCOS  REFRIGERADOS  CONGELADOS  SECOS  SALADOS O EN SALMUERA  EXCEPTO CARACOLES MARINOS  ANCAS DE RANA  FRESCAS  REFRIGERADAS O CONGELADAS,2008-01-25,,
2940,294,"CARACOLES , VIVOS, FRESCOS, REFRIGERADOS, CONGELADOS, SECOS, SALADOS O EN SALMUERA, EXCEPTO CARACOLES MARINOS, ANCAS DE RANA, FRESCAS, REFRIGERADAS O CONGELADAS",2008-01-25,,
2940,2940,"ANCAS DE RANA FRESCAS, REFRIGERADAS O CONGELADAS",2008-01-25,,
02940.00.1,2940,"ANCAS DE RANA FRESCAS, REFRIGERADAS O CONGELADAS",,,
2940.01,2940,"CARACOLES  (EXCEPTO CARACOLES MARINOS) VIVOS, FRESCOS, REFRIGERADOS, CONGELADOS, SECOS, SALADOS O EN SALMUERA",2008-01-25,,
02940.01.1,2940.01,"CARACOLES  (EXCEPTO CARACOLES MARINOS) VIVOS, FRESCOS, REFRIGERADOS, CONGELADOS, SECOS, SALADOS O EN SALMUERA",,,
295,29,PRODUCTOS COMESTIBLES DE ORIGEN ANIMAL  N.C.P.,2008-01-25,,
2950,295,"PRODUCTOS COMESTIBLES DE ORIGEN ANIMAL, N.C.P.",2008-01-25,,
2950,2950,"PRODUCTOS COMESTIBLES DE ORIGEN ANIMAL, N.C.P.",2008-01-25,,
296,29,MATERIAS ANIMALES SIN ELABORAR UTILIZADAS EN LA FABRICACION DE TEXTILES,2008-01-25,,
2961,296,"LANA DE ESQUILA, GRASIENTA, INCLUSO LAVADA EN VIVO.",2008-01-25,,
2961,2961,"LANA DE ESQUILA, GRASIENTA, INCLUSO LAVADA EN VIVO.",2008-01-25,,
02961.00.1,2961,"LANA DE ESQUILA, GRASIENTA, INCLUSO LAVADA EN VIVO.",,,
2962,296,"LANA  DE MATADERO GRASIENTA, INCLUSO LAVADA EN VIVO;  PELO ORDINARIO DE ANIMALES",2008-01-25,,
2962,2962,OTRA LANA DE MATADERO GRASIENTA INCLUSO LAVADA EN VIVO,2008-01-25,,
2962.1,2962,"CRINES Y SUS DESPERDICIOS, ESTEN O NO ACONDICIONADOS EN CAPAS, CON MATERIAL DE APOYO O SIN EL",2008-01-25,,
02962.10.1,2962.1,"CRINES Y SUS DESPERDICIOS, ESTEN O NO ACONDICIONADOS EN CAPAS, CON MATERIAL DE APOYO O SIN EL",,,
2962.19,2962,"OTROS PELOS ORDINARIOS DE ANIMALES SIN CARDAR NI PEINAR: PELOS DE EQUINOS  Y  BOVINOS  Y  PELOS  DE  CABRA  COMUN,  OBTENIDOS  POR DEPILACION",2008-01-25,,
02962.19.1,2962.19,"OTROS PELOS ORDINARIOS DE ANIMALES SIN CARDAR NI PEINAR: PELOS DE EQUINOS  Y  BOVINOS  Y  PELOS  DE  CABRA  COMUN,  OBTENIDOS  POR DEPILACION",,,
2963,296,"PELO FINO  DE ANIMALES , SIN CARDAR NI PEINAR",2008-01-25,,
2963,2963,"PELOS FINOS DE ANIMALES SIN CARDAR NI PEINAR: ALPACA O LLAMA, DE CONEJO O LIEBRE Y OTROS",2008-01-25,,
02963.00.1,2963,"PELOS FINOS DE ANIMALES SIN CARDAR NI PEINAR: ALPACA O LLAMA, DE CONEJO O LIEBRE Y OTROS",,,
2964,296,CAPULLOS DE GUSANO DE SEDA ADECUADOS PARA EL DEVANADO,2008-01-25,,
2964,2964,CAPULLOS DE GUSANO DE SEDA ADECUADOS PARA EL DEVANADO,2008-01-25,,
02964.00.1,2964,CAPULLOS DE GUSANO DE SEDA ADECUADOS PARA EL DEVANADO,,,
297,29,CUEROS  PIELES Y PIELES FINAS  SIN CURTIR,2008-01-25,,
2971,297,"CUEROS Y PIELES DE BOVINOS Y EQUINOS, PIELES DE OVEJA Y CORDERO Y PIELES DE CABRA O CABRITILLA, SIN CURTIR",2008-01-25,,
2971,2971,"CUEROS Y PIELES DE GANADO BOVINO SIN CURTIR, ESTEN O NO DEPILADOS O ASERRADOS, FRESCOS O SALADOS HUMEDOS SUPERIOR A 14 KG.",2008-01-25,,
02971.00.1,2971,PIELES DE GANADO BOVINO,,,
02971.00.2,2971,CUERO DE BECERRO,,,
2971.01,2971,"OTROS CUEROS Y PIELES DE GANADO BOVINO, CONSERVADOS DE OTRAS FORMAS, DE UN PESO POR UNIDAD SUPERIOR A 8 KG.",2008-01-25,,
2971.02,2971,"CUERO Y PIELES DE GANADO EQUINO SIN CURTIR, ESTEN DEPILADOS O CORTADOS O NO",2008-01-25,,
02971.02.1,2971.02,CUERO EQUINO PARA CALZADO,,,
2971.1,2971,"CUEROS Y PIELES ENTEROS DE GANADO BOVINO, CUYO PESO POR UNIDAD NO SEA MAS DE 8 KG SI ESTAN SIMPLEMENTE SECADOS, NO MAS DE 10 KG SI ESTAN SALADOS EN SECO, Y NO MAS DE 14 KG SI SON FRESCOS, SALADOS HUMEDOS O ESTAN CONSERVADOS DE OTRA FORMA",2008-01-25,,
02971.10.1,2971.1,"CUEROS Y PIELES ENTEROS DE GANADO BOVINO, CUYO PESO POR UNIDAD NO SEA MAS DE 8 KG SI ESTAN SIMPLEMENTE SECADOS, NO MAS DE 10 KG SI ESTAN SALADOS EN SECO, Y NO MAS DE 14 KG SI SON FRESCOS, SALADOS HUMEDOS O ESTAN CONSERVADOS DE OTRA FORMA",,,
2971.2,2971,"PIELES DE CABRA O CABRITILLA, SI CURTIR (FRESCAS O SALADAS, SECADAS, EN CAL, EN SALMUERA O CONSERVADAS DE OTRA FORMA, PERO SIN CURTIR NI APERGAMINAR NI PREPARADAS DE OTRO MODO), ESTEN O NO DEPILADAS O ASERRADAS",2008-01-25,,
02971.20.1,2971.2,"PIELES DE CABRA O CABRITILLA, SI CURTIR (FRESCAS O SALADAS, SECADAS, EN CAL, EN SALMUERA O CONSERVADAS DE OTRA FORMA, PERO SIN CURTIR NI APERGAMINAR NI PREPARADAS DE OTRO MODO), ESTEN O NO DEPILADAS O ASERRADAS",,,
2971.3,2971,"PIELES DE OVEJA Y CORDERO CON SU LANA, SIN CURTIR (FRESCAS O SALADAS, SECADAS, EN CAL, EN SALMUERA O CONSERVADAS DE OTRA FORMA, PERO SIN CURTIR NI APERGAMINAR NI PREPARADAS DE OTRO MODO), ESTEN O NO DEPILADAS O ASERRADAS",2008-01-25,,
02971.30.1,2971.3,"PIELES DE OVEJA Y CORDERO CON SU LANA, SIN CURTIR (FRESCAS O SALADAS, SECADAS, EN CAL, EN SALMUERA O CONSERVADAS DE OTRA FORMA, PERO SIN CURTIR NI APERGAMINAR NI PREPARADAS DE OTRO MODO), ESTEN O NO DEPILADAS O ASERRADAS",,,
2971.4,2971,"PIELES DE OVEJA Y CORDERO SIN SU LANA, SIN CURTIR (FRESCAS O SALADAS, SECADAS, EN CAL, EN SALMUERA O CONSERVADAS DE OTRA FORMA, PERO SIN CURTIR NI APERGAMINAR NI PREPARADAS DE OTRO MODO), ESTEN O NO DEPILADAS O ASERRADAS",2008-01-25,,
02971.40.1,2971.4,"PIELES DE OVEJA Y CORDERO SIN SU LANA, SIN CURTIR (FRESCAS O SALADAS, SECADAS, EN CAL, EN SALMUERA O CONSERVADAS DE OTRA FORMA, PERO SIN CURTIR NI APERGAMINAR NI PREPARADAS DE OTRO MODO), ESTEN O NO DEPILADAS O ASERRADAS",,,
2972,297,"PIELES FINAS SIN CURTIR , EXCEPTO LAS PIELES FINAS DE CONEJO, LIEBRE O CORDERO",2008-01-25,,
2972,2972,"PIELES DE VISON SIN CURTIR, ENTERAS, CON CABEZAS, COLA O PATAS, O SIN ELLAS",2008-01-25,,
02972.00.1,2972,"PIELES DE VISON SIN CURTIR, ENTERAS, CON CABEZAS, COLA O PATAS, O SIN ELLAS",,,
2972.1,2972,"PIELES DE CASTOR ENTERAS,  CON CABEZA, COLA O PATAS, O SIN ELLAS, SIN CURTIR",2008-01-25,,
02972.10.1,2972.1,"PIELES DE CASTOR ENTERAS,  CON CABEZA, COLA O PATAS, O SIN ELLAS, SIN CURTIR",,,
